auto_id,automerk,carroserie,verkoopprijsprijs,kilometerstand,versnellinsbak,leeftijd_auto,type_motor,pk,nieuwstaat,lease_bedrag,airco
4719,Volgswagen,SUV / ofroader,18490.0,207100.0,Automatisch,8.0,Diesel,136.0,Gebruikt,224.35596325396344,True
4720,Volgswagen,SUV / ofroader,96385.0,5.0,Automatisch,0.0,Elektrisch,211.0,Nieuw,945.4257013798992,False
4721,Volgswagen,SUV / ofroader,19000.0,220000.0,Automatisch,15.0,Benzine,510.0,Gebruikt,258.6605379636708,False
4722,Volgswagen,SUV / ofroader,104995.0,22404.0,Automatisch,1.0,Elektrisch,211.0,Gebruikt,1029.5319110986434,False
4723,Volgswagen,SUV / ofroader,18900.0,96545.0,Automatisch,14.0,Benzine,272.0,Gebruikt,325.3335840712544,True
4724,Volgswagen,SUV / ofroader,16950.0,112113.0,Automatisch,14.0,Benzine,231.0,Gebruikt,283.32133954194217,False
4725,Volgswagen,SUV / ofroader,29688.0,128020.0,Automatisch,5.0,Benzine,211.0,Gebruikt,370.5814836333857,False
4726,Volgswagen,SUV / ofroader,24400.0,65098.0,Automatisch,7.0,Benzine,156.0,Gebruikt,388.8589410916383,False
4727,Volgswagen,SUV / ofroader,16950.0,137556.0,Automatisch,14.0,Elektrisch,150.0,Gebruikt,374.1581229745343,False
4728,Volgswagen,SUV / ofroader,19750.0,153950.0,Automatisch,8.0,Diesel,136.0,Gebruikt,386.0898559335076,True
4729,Volgswagen,SUV / ofroader,31950.0,80737.0,Automatisch,4.0,Elektrisch,156.0,Gebruikt,449.2579478065277,True
4730,Volgswagen,SUV / ofroader,181550.0,15.0,Automatisch,0.0,Diesel,330.0,Nieuw,1674.6808750883056,True
4731,Volgswagen,SUV / ofroader,48900.0,115158.0,Automatisch,4.0,Benzine,211.0,Gebruikt,514.9007357043397,False
4732,Volgswagen,SUV / ofroader,35645.0,128020.0,Automatisch,5.0,Benzine,211.0,Gebruikt,453.98830711477103,False
4733,Volgswagen,SUV / ofroader,24750.0,165242.0,Automatisch,4.0,Benzine,122.0,Gebruikt,309.57319765451865,True
4734,Volgswagen,SUV / ofroader,33750.0,73792.0,Automatisch,8.0,Benzine,362.0,Gebruikt,375.8487430417216,False
4735,Volgswagen,SUV / ofroader,29750.0,21817.0,Automatisch,4.0,Benzine,122.0,Gebruikt,329.3589230573278,True
4736,Volgswagen,SUV / ofroader,49900.0,126192.0,Automatisch,4.0,Elektrisch,320.0,Gebruikt,568.7182017639122,True
4737,Volgswagen,SUV / ofroader,24995.0,169669.0,Automatisch,9.0,Benzine,211.0,Gebruikt,389.7530982239846,False
4738,Volgswagen,SUV / ofroader,18950.0,170912.0,Automatisch,16.0,Benzine,306.0,Gebruikt,346.7293108558504,False
4739,Volgswagen,SUV / ofroader,24950.0,204931.0,Automatisch,8.0,Diesel,258.0,Gebruikt,413.4234212683592,True
4740,Volgswagen,SUV / ofroader,36350.0,15025.0,Automatisch,2.0,Benzine,155.0,Gebruikt,418.902753249114,True
4741,Volgswagen,SUV / ofroader,34995.0,187579.0,Automatisch,9.0,Diesel,258.0,Gebruikt,456.9097281364973,True
4742,Volgswagen,SUV / ofroader,38944.0,167560.0,Automatisch,9.0,Benzine,435.0,Gebruikt,406.20084976098985,False
4743,Volgswagen,SUV / ofroader,37745.0,143571.0,Automatisch,6.0,Diesel,258.0,Gebruikt,472.6062371402791,True
4744,Volgswagen,SUV / ofroader,62500.0,3500.0,Automatisch,1.0,Elektrisch,,Nieuw en op kenteken,679.776580618467,True
4745,Volgswagen,SUV / ofroader,18944.0,125906.0,Automatisch,9.0,Diesel,143.0,Gebruikt,216.7515196224025,False
4746,Volgswagen,SUV / ofroader,40945.0,129482.0,Automatisch,4.0,Benzine,211.0,Gebruikt,513.7529274529898,True
4747,Volgswagen,SUV / ofroader,37500.0,64106.0,Automatisch,7.0,Elektrisch,211.0,Gebruikt,430.34146938475067,True
4748,Volgswagen,SUV / ofroader,57900.0,164438.0,Automatisch,12.0,Diesel,211.0,Gebruikt,515.0970104002365,True
4749,Volgswagen,SUV / ofroader,34950.0,150759.0,Automatisch,8.0,Diesel,258.0,Gebruikt,488.6372146623789,True
4750,Volgswagen,SUV / ofroader,34131.0,129482.0,Automatisch,4.0,Benzine,211.0,Gebruikt,412.0553502205082,False
4751,Volgswagen,SUV / ofroader,28950.0,174509.0,Automatisch,11.0,Diesel,266.0,Gebruikt,359.79226219956263,True
4752,Volgswagen,SUV / ofroader,33223.0,72143.0,Automatisch,5.0,Benzine,211.0,Gebruikt,417.2866794745785,False
4753,Volgswagen,SUV / ofroader,12950.0,196000.0,,16.0,Benzine,272.0,Gebruikt,248.52202081789568,False
4754,Volgswagen,SUV / ofroader,35900.0,91706.0,Automatisch,8.0,Benzine,362.0,Gebruikt,463.196012672821,True
4755,Volgswagen,SUV / ofroader,37950.0,97623.0,Automatisch,5.0,Benzine,,Gebruikt,405.0109787641417,False
4756,Volgswagen,SUV / ofroader,57900.0,154424.0,Automatisch,12.0,Diesel,211.0,Gebruikt,604.9607949721253,True
4757,Volgswagen,SUV / ofroader,35945.0,106784.0,Automatisch,8.0,Diesel,258.0,Gebruikt,385.0439263351667,False
4758,Volgswagen,SUV / ofroader,35950.0,34855.0,Automatisch,2.0,Benzine,156.0,Gebruikt,481.9426744871656,False
4759,Volgswagen,SUV / ofroader,14950.0,109681.0,Handgeschakeld,11.0,Diesel,131.0,Gebruikt,287.76320188327867,False
4760,Volgswagen,SUV / ofroader,66500.0,3243.0,Automatisch,1.0,Elektrisch,150.0,Gebruikt,748.3063885452507,False
4761,Volgswagen,SUV / ofroader,32999.0,143463.0,Automatisch,5.0,Benzine,211.0,Gebruikt,407.6932117294153,True
4762,Volgswagen,SUV / ofroader,22950.0,165337.0,Automatisch,8.0,Diesel,136.0,Gebruikt,272.0904279586454,True
4763,Volgswagen,SUV / ofroader,34750.0,107618.0,Automatisch,9.0,Elektrisch,306.0,Gebruikt,388.8919366061772,True
4764,Volgswagen,SUV / ofroader,34750.0,107618.0,Automatisch,9.0,Elektrisch,306.0,Gebruikt,552.4767913162052,True
4765,Volgswagen,SUV / ofroader,39909.0,72143.0,Automatisch,5.0,Benzine,211.0,Gebruikt,440.2684771769946,False
4766,Volgswagen,SUV / ofroader,7450.0,139754.0,Automatisch,20.0,Benzine,218.0,Gebruikt,136.54760102494294,True
4767,Volgswagen,SUV / ofroader,25950.0,217428.0,Automatisch,12.0,Diesel,306.0,Gebruikt,466.39244934034974,False
4768,Volgswagen,SUV / ofroader,10450.0,248344.0,Automatisch,16.0,Diesel,190.0,Gebruikt,162.71453002664396,False
4769,Volgswagen,SUV / ofroader,14500.0,214535.0,Handgeschakeld,7.0,Diesel,109.0,Gebruikt,301.4525197933232,True
4770,Volgswagen,SUV / ofroader,28850.0,174113.0,Automatisch,10.0,Benzine,306.0,Gebruikt,390.7155008977627,False
4771,Volgswagen,SUV / ofroader,7950.0,146746.0,Automatisch,21.0,LPG,218.0,Gebruikt,201.29469399123124,False
4772,Volgswagen,SUV / ofroader,10909.0,256439.0,Automatisch,12.0,Diesel,170.0,Gebruikt,264.21158213810776,True
4773,Volgswagen,SUV / ofroader,17740.0,197682.0,Automatisch,7.0,Diesel,109.0,Gebruikt,306.3744875410757,False
4774,Volgswagen,SUV / ofroader,10940.0,215691.0,Automatisch,16.0,Elektrisch,272.0,Gebruikt,231.25022397338145,False
4775,Volgswagen,SUV / ofroader,24700.0,367361.0,Automatisch,7.0,Diesel,258.0,Gebruikt,314.8914629550661,True
4776,Volgswagen,SUV / ofroader,12450.0,224638.0,Automatisch,13.0,Diesel,170.0,Gebruikt,278.1875772921757,True
4777,Volgswagen,SUV / ofroader,29949.0,169972.0,Automatisch,9.0,Benzine,306.0,Gebruikt,299.3686651513626,True
4778,Volgswagen,SUV / ofroader,1999.0,209195.0,Automatisch,22.0,Benzine,211.0,Gebruikt,54.67283978376126,True
4779,Volgswagen,SUV / ofroader,28950.0,304179.0,Automatisch,23.0,Diesel,177.0,Gebruikt,387.9608391886321,True
4780,Volgswagen,SUV / ofroader,1499.0,330430.0,Handgeschakeld,24.0,Benzine,150.0,Gebruikt,103.97167838760224,True
4781,Volgswagen,SUV / ofroader,3750.0,251337.0,Automatisch,22.0,Elektrisch,218.0,Gebruikt,228.35953306792203,True
4782,Volgswagen,SUV / ofroader,8900.0,308647.0,Automatisch,17.0,Diesel,224.0,Gebruikt,270.3804628804442,True
4783,Volgswagen,SUV / ofroader,7245.0,239250.0,Automatisch,19.0,Elektrisch,245.0,Gebruikt,140.2812629226825,False
4784,Volgswagen,SUV / ofroader,39945.0,58014.0,Automatisch,6.0,Benzine,211.0,Gebruikt,388.6634188834367,True
4785,Volgswagen,SUV / ofroader,102789.0,1500.0,Automatisch,2.0,Diesel,330.0,Gebruikt,1098.7701641490337,True
4786,Volgswagen,SUV / ofroader,74950.0,17644.0,Automatisch,1.0,Benzine,,Gebruikt,831.6050563501858,True
4787,Volgswagen,SUV / ofroader,17500.0,251069.0,Automatisch,12.0,Diesel,224.0,Gebruikt,227.64558406407536,True
4788,Volgswagen,SUV / ofroader,76500.0,19817.0,Automatisch,2.0,Benzine,258.0,Gebruikt,774.4303256746775,True
4789,Volgswagen,SUV / ofroader,83000.0,6900.0,Automatisch,1.0,Elektrisch,,Gebruikt,764.5258629716226,True
4790,Volgswagen,SUV / ofroader,110000.0,10000.0,Automatisch,1.0,Benzine,,Gebruikt,1076.024808599779,False
4791,Volgswagen,SUV / ofroader,67500.0,32054.0,Automatisch,2.0,Benzine,320.0,Gebruikt,726.6839319404014,False
4792,Volgswagen,SUV / ofroader,32899.0,17965.0,Automatisch,5.0,Benzine,156.0,Gebruikt,372.696027973294,True
4793,Volgswagen,SUV / ofroader,123500.0,12000.0,Automatisch,3.0,Elektrisch,510.0,Gebruikt,1167.1007500474886,True
4794,Volgswagen,SUV / ofroader,108500.0,5900.0,Automatisch,1.0,Diesel,,Nieuw en op kenteken,1001.1375732127888,False
4795,Volgswagen,SUV / ofroader,79000.0,16260.0,Automatisch,1.0,Benzine,,Gebruikt,864.408214098901,True
4796,Volgswagen,SUV / ofroader,84950.0,15958.0,Automatisch,1.0,Elektrisch,,Gebruikt,896.4336658880529,True
4797,Volgswagen,SUV / ofroader,81250.0,13811.0,Automatisch,1.0,Diesel,,Gebruikt,794.9881911009787,True
4798,Volgswagen,SUV / ofroader,39995.0,37852.0,Automatisch,7.0,Diesel,204.0,Gebruikt,521.685048878612,True
4799,Volgswagen,SUV / ofroader,89950.0,38766.0,Automatisch,3.0,Benzine,368.0,Gebruikt,890.029242189623,True
4800,Volgswagen,SUV / ofroader,86500.0,15782.0,Automatisch,1.0,Benzine,,Gebruikt,903.977038910538,True
4801,Volgswagen,SUV / ofroader,69950.0,3800.0,Automatisch,3.0,Elektrisch,258.0,Gebruikt,827.0934578976578,True
4802,Volgswagen,SUV / ofroader,74500.0,6221.0,Automatisch,1.0,Benzine,,Gebruikt,837.262879284471,False
4803,Volgswagen,SUV / ofroader,86500.0,3246.0,Automatisch,2.0,Elektrisch,,Gebruikt,826.8231670327433,False
4804,Volgswagen,SUV / ofroader,36950.0,106639.0,Automatisch,6.0,Benzine,211.0,Gebruikt,435.31751857145446,True
4805,Volgswagen,SUV / ofroader,77950.0,11800.0,Automatisch,2.0,Elektrisch,,Gebruikt,845.3679858011666,False
4806,Volgswagen,SUV / ofroader,25950.0,278255.0,Automatisch,31.0,Benzine,170.0,Oldtimer,374.7657644851461,True
4807,Volgswagen,SUV / ofroader,78950.0,8095.0,Automatisch,1.0,Elektrisch,,Nieuw en op kenteken,729.3837853630461,False
4808,Volgswagen,SUV / ofroader,74950.0,6421.0,Automatisch,1.0,Benzine,,Nieuw en op kenteken,715.0891860230398,True
4809,Volgswagen,SUV / ofroader,21240.0,101103.0,Handgeschakeld,6.0,Benzine,122.0,Gebruikt,309.16941077445404,True
4810,Volgswagen,SUV / ofroader,19900.0,90627.0,Handgeschakeld,7.0,Diesel,109.0,Gebruikt,261.31803771164255,False
4811,Volgswagen,SUV / ofroader,215000.0,10228.0,Half/Semi-automaat,1.0,Benzine,612.0,Gebruikt,1982.160167211469,True
4812,Volgswagen,SUV / ofroader,62900.0,27428.0,Automatisch,3.0,Benzine,250.0,Gebruikt,625.4448785771978,True
4813,Volgswagen,SUV / ofroader,101200.0,23250.0,,2.0,Benzine,367.0,Gebruikt,1004.7730159812356,False
4814,Volgswagen,SUV / ofroader,179650.0,52790.0,Automatisch,6.0,Benzine,421.0,Gebruikt,1587.879877383649,False
4815,Volgswagen,SUV / ofroader,149500.0,8230.0,Automatisch,1.0,Benzine,436.0,Gebruikt,1356.2565666707378,False
4816,Volgswagen,SUV / ofroader,134950.0,8113.0,Automatisch,1.0,Diesel,258.0,Gebruikt,1325.6547742062885,False
4817,Volgswagen,SUV / ofroader,149850.0,5395.0,Automatisch,1.0,Benzine,435.0,Gebruikt,1302.3824062795582,False
4818,Volgswagen,SUV / ofroader,24900.0,53218.0,Automatisch,16.0,Diesel,306.0,Gebruikt,303.0727115985046,True
4819,Volgswagen,SUV / ofroader,119500.0,27956.0,Automatisch,3.0,Diesel,330.0,Gebruikt,1151.5224653208345,False
4820,Volgswagen,SUV / ofroader,78888.0,10650.0,Automatisch,1.0,Benzine,306.0,Gebruikt,851.8699338482793,False
4821,Volgswagen,SUV / ofroader,49950.0,66501.0,Automatisch,3.0,Diesel,258.0,Gebruikt,604.6659019524682,True
4822,Volgswagen,SUV / ofroader,137500.0,10418.0,Automatisch,2.0,Benzine,436.0,Gebruikt,1346.191735676946,False
4823,Volgswagen,SUV / ofroader,179850.0,66560.0,Automatisch,7.0,Benzine,630.0,Gebruikt,1705.1276058819108,True
4824,Volgswagen,SUV / ofroader,61700.0,13000.0,Automatisch,2.0,Benzine,381.0,Gebruikt,773.0540132271329,True
4825,Volgswagen,SUV / ofroader,118995.0,31914.0,Automatisch,3.0,Benzine,510.0,Gebruikt,1115.1531520442527,True
4826,Volgswagen,SUV / ofroader,127950.0,9237.0,Automatisch,2.0,Benzine,436.0,Gebruikt,1143.2550427885908,False
4827,Volgswagen,SUV / ofroader,49950.0,48178.0,Automatisch,3.0,Benzine,381.0,Gebruikt,586.357087718194,True
4828,Volgswagen,SUV / ofroader,259950.0,37965.0,Automatisch,2.0,Benzine,585.0,Gebruikt,2262.2261153563104,False
4829,Volgswagen,SUV / ofroader,74950.0,88485.0,Automatisch,6.0,Benzine,557.0,Gebruikt,800.588368942691,True
4830,Volgswagen,SUV / ofroader,109950.0,60524.0,Automatisch,3.0,Benzine,510.0,Gebruikt,1054.718613765584,False
4831,Volgswagen,SUV / ofroader,134949.0,23200.0,Automatisch,2.0,Benzine,436.0,Gebruikt,1370.610956707362,False
4832,Volgswagen,SUV / ofroader,64995.0,95986.0,Automatisch,8.0,Benzine,557.0,Gebruikt,713.0166808821288,True
4833,Volgswagen,SUV / ofroader,106950.0,39997.0,Automatisch,4.0,Benzine,510.0,Gebruikt,1034.347498948619,True
4834,Volgswagen,SUV / ofroader,61995.0,154925.0,Automatisch,9.0,Benzine,557.0,Gebruikt,682.2876786897396,True
4835,Volgswagen,SUV / ofroader,102500.0,9332.0,Automatisch,1.0,Diesel,322.0,Gebruikt,1040.2449470926097,True
4836,Volgswagen,SUV / ofroader,61950.0,9000.0,Automatisch,3.0,Benzine,381.0,Gebruikt,668.511442323698,True
4837,Volgswagen,SUV / ofroader,59900.0,48207.0,Automatisch,4.0,Benzine,368.0,Gebruikt,682.8493107575379,True
4838,Volgswagen,SUV / ofroader,239949.0,29321.0,Automatisch,3.0,Benzine,585.0,Gebruikt,2126.0911976149446,True
4839,Volgswagen,SUV / ofroader,134950.0,20940.0,Automatisch,2.0,Benzine,457.0,Gebruikt,1297.9171143752824,False
4840,Volgswagen,SUV / ofroader,189888.0,48565.0,Automatisch,3.0,Benzine,421.0,Gebruikt,1719.8831557622043,True
4841,Volgswagen,SUV / ofroader,38950.0,30368.0,Automatisch,7.0,Benzine,411.0,Gebruikt,395.2371072229271,True
4842,Volgswagen,SUV / ofroader,298995.0,4886.0,Automatisch,1.0,Benzine,585.0,Demo,2701.508975027059,False
4843,Volgswagen,SUV / ofroader,88880.0,18887.0,Automatisch,2.0,Benzine,391.0,Gebruikt,840.9515848103965,True
4844,Volgswagen,SUV / ofroader,172888.0,31344.0,Automatisch,4.0,Benzine,421.0,Gebruikt,1610.0159404108151,True
4845,Volgswagen,SUV / ofroader,94900.0,39262.0,Automatisch,4.0,Benzine,510.0,Gebruikt,844.2717180394213,False
4846,Volgswagen,SUV / ofroader,299995.0,54200.0,Automatisch,4.0,Benzine,700.0,Gebruikt,2657.1870070320538,True
4847,Volgswagen,SUV / ofroader,69999.0,112987.0,Automatisch,4.0,Benzine,333.0,Gebruikt,778.0671261999446,False
4848,Volgswagen,SUV / ofroader,93345.0,30211.0,Automatisch,5.0,Benzine,585.0,Gebruikt,912.9706042036744,True
4849,Volgswagen,SUV / ofroader,79500.0,92266.0,Automatisch,3.0,Diesel,245.0,Gebruikt,855.0915022317264,True
4850,Volgswagen,SUV / ofroader,57950.0,39540.0,Automatisch,2.0,Benzine,211.0,Gebruikt,598.086245421903,True
4851,Volgswagen,SUV / ofroader,58799.0,25305.0,Automatisch,2.0,Benzine,330.0,Gebruikt,632.8646409289759,False
4852,Volgswagen,SUV / ofroader,56950.0,22150.0,Automatisch,5.0,Benzine,211.0,Gebruikt,622.005194756637,False
4853,Volgswagen,SUV / ofroader,75400.0,16536.0,Automatisch,2.0,Benzine,306.0,Gebruikt,742.5598137194761,False
4854,Volgswagen,SUV / ofroader,92950.0,86064.0,Automatisch,6.0,Benzine,585.0,Gebruikt,929.909877289928,True
4855,Volgswagen,SUV / ofroader,64899.0,6450.0,Automatisch,2.0,Benzine,224.0,Gebruikt,639.9497628427113,True
4856,Volgswagen,SUV / ofroader,69750.0,24810.0,Automatisch,4.0,Benzine,368.0,Gebruikt,737.7299087550689,False
4857,Volgswagen,SUV / ofroader,76850.0,12726.0,Automatisch,1.0,Benzine,320.0,Gebruikt,810.7065066373669,True
4858,Volgswagen,SUV / ofroader,67950.0,7307.0,Automatisch,2.0,Benzine,320.0,Gebruikt,765.6962757143624,True
4859,Volgswagen,SUV / ofroader,24950.0,149930.0,,9.0,Benzine,306.0,Gebruikt,391.3339937899229,False
4860,Volgswagen,SUV / ofroader,98500.0,29300.0,Automatisch,5.0,Benzine,455.0,Gebruikt,1029.6913609977362,True
4861,Volgswagen,SUV / ofroader,97850.0,5000.0,Automatisch,0.0,Benzine,333.0,Demo,963.1279904513408,False
4862,Volgswagen,SUV / ofroader,49500.0,35542.0,Automatisch,4.0,Benzine,245.0,Gebruikt,547.3229045677933,True
4863,Volgswagen,SUV / ofroader,68500.0,34891.0,Automatisch,3.0,Diesel,245.0,Gebruikt,664.8992786239913,True
4864,Volgswagen,SUV / ofroader,59900.0,59533.0,Automatisch,6.0,Diesel,258.0,Gebruikt,680.1077840976621,True
4865,Volgswagen,SUV / ofroader,105900.0,50769.0,Automatisch,4.0,Benzine,585.0,Gebruikt,1036.6662387768365,True
4866,Volgswagen,SUV / ofroader,259500.0,21818.0,Automatisch,3.0,Benzine,585.0,Gebruikt,2342.6565791510216,False
4867,Volgswagen,SUV / ofroader,349900.0,18500.0,Automatisch,2.0,Benzine,700.0,Gebruikt,3059.5733918555243,True
4868,Volgswagen,SUV / ofroader,63995.0,7512.0,Automatisch,1.0,Elektrisch,190.0,Gebruikt,739.4276796494036,True
4869,Volgswagen,SUV / ofroader,108850.0,57361.0,Automatisch,8.0,Benzine,544.0,Gebruikt,1077.979724523979,True
4870,Volgswagen,SUV / ofroader,104450.0,5544.0,Automatisch,1.0,Diesel,320.0,Gebruikt,1065.1162573681252,True
4871,Volgswagen,SUV / ofroader,233358.0,79070.0,Automatisch,2.0,Benzine,421.0,Gebruikt,2041.067566510967,True
4872,Volgswagen,SUV / ofroader,49950.0,31385.0,Automatisch,5.0,Benzine,320.0,Gebruikt,539.6154542806993,True
4873,Volgswagen,SUV / ofroader,78650.0,79200.0,Automatisch,4.0,Diesel,258.0,Gebruikt,822.1236271940791,False
4874,Volgswagen,SUV / ofroader,99850.0,12081.0,Automatisch,1.0,Benzine,333.0,Gebruikt,981.4445477853762,True
4875,Volgswagen,SUV / ofroader,68900.0,8340.0,Automatisch,4.0,Benzine,334.0,Gebruikt,718.7014606962248,False
4876,Volgswagen,SUV / ofroader,56500.0,67417.0,Automatisch,6.0,Benzine,367.0,Gebruikt,617.0655500693967,True
4877,Volgswagen,SUV / ofroader,64850.0,29332.0,Automatisch,2.0,Benzine,320.0,Gebruikt,783.7235798313062,False
4878,Volgswagen,SUV / ofroader,61950.0,21515.0,,2.0,Benzine,320.0,Gebruikt,710.6497405434993,True
4879,Volgswagen,SUV / ofroader,75825.0,5000.0,Automatisch,0.0,Elektrisch,,Demo,889.2747755690185,False
4880,Volgswagen,SUV / ofroader,99000.0,66000.0,Automatisch,8.0,Benzine,544.0,Gebruikt,1058.4570244300266,False
4881,Volgswagen,SUV / ofroader,72950.0,21169.0,Automatisch,2.0,Benzine,258.0,Gebruikt,776.4035548232773,True
4882,Volgswagen,SUV / ofroader,63750.0,20090.0,Automatisch,1.0,Elektrisch,190.0,Gebruikt,719.4208921442764,False
4883,Volgswagen,SUV / ofroader,64940.0,68430.0,Automatisch,6.0,Benzine,455.0,Gebruikt,826.2830998523618,True
4884,Volgswagen,SUV / ofroader,58500.0,80803.0,Automatisch,5.0,Benzine,368.0,Gebruikt,646.5503309673535,False
4885,Volgswagen,SUV / ofroader,141950.0,8379.0,Automatisch,1.0,Diesel,330.0,Gebruikt,1330.5870011719428,True
4886,Volgswagen,SUV / ofroader,144850.0,5691.0,Automatisch,2.0,Benzine,489.0,Gebruikt,1306.1635100458896,False
4887,Volgswagen,SUV / ofroader,64950.0,37850.0,Automatisch,6.0,Benzine,368.0,Gebruikt,677.8153976565187,False
4888,Volgswagen,SUV / ofroader,82950.0,6628.0,Automatisch,1.0,Elektrisch,408.0,Gebruikt,834.2518382431424,False
4889,Volgswagen,SUV / ofroader,289900.0,8730.0,Automatisch,1.0,Benzine,585.0,Gebruikt,2638.589261637003,False
4890,Volgswagen,SUV / ofroader,117750.0,5161.0,Automatisch,1.0,Diesel,320.0,Gebruikt,1096.6145556658862,False
4891,Volgswagen,SUV / ofroader,173950.0,70500.0,Automatisch,4.0,Benzine,421.0,Gebruikt,1685.175787895241,True
4892,Volgswagen,SUV / ofroader,69890.0,60386.0,Automatisch,4.0,Benzine,500.0,Gebruikt,768.6812145436511,False
4893,Volgswagen,SUV / ofroader,64850.0,18747.0,Automatisch,2.0,Benzine,320.0,Gebruikt,656.1554208881203,True
4894,Volgswagen,SUV / ofroader,67950.0,32281.0,Automatisch,3.0,Elektrisch,408.0,Gebruikt,690.508725320692,True
4895,Volgswagen,SUV / ofroader,97950.0,27699.0,Automatisch,3.0,Benzine,368.0,Gebruikt,897.2498664921678,True
4896,Volgswagen,SUV / ofroader,74940.0,44250.0,Automatisch,4.0,Benzine,390.0,Demo,741.3864913488293,True
4897,Volgswagen,SUV / ofroader,78645.0,6454.0,Automatisch,1.0,Benzine,306.0,Gebruikt,758.1081049670659,False
4898,Volgswagen,SUV / ofroader,134950.0,28204.0,Automatisch,2.0,Diesel,330.0,Gebruikt,1335.8773093465657,True
4899,Volgswagen,SUV / ofroader,133450.0,33541.0,Automatisch,2.0,Diesel,330.0,Gebruikt,1267.441223961308,True
4900,Volgswagen,SUV / ofroader,208888.0,49542.0,Automatisch,4.0,Benzine,585.0,Gebruikt,1873.7582964707065,False
4901,Volgswagen,SUV / ofroader,58500.0,16948.0,Automatisch,1.0,Benzine,224.0,Gebruikt,615.3533339719914,True
4902,Volgswagen,SUV / ofroader,59500.0,4628.0,Automatisch,2.0,Benzine,224.0,Gebruikt,611.7964213717238,True
4903,Volgswagen,SUV / ofroader,71850.0,8950.0,Automatisch,2.0,Benzine,320.0,Gebruikt,711.2227183594323,True
4904,Volgswagen,SUV / ofroader,64999.0,8990.0,Automatisch,2.0,Benzine,224.0,Gebruikt,737.2155536154397,True
4905,Volgswagen,SUV / ofroader,306645.0,12764.0,Automatisch,1.0,Benzine,557.0,Gebruikt,2698.61862988796,True
4906,Volgswagen,SUV / ofroader,58450.0,55668.0,Automatisch,4.0,Benzine,367.0,Gebruikt,665.4595454441197,True
4907,Volgswagen,SUV / ofroader,164950.0,15.0,Automatisch,1.0,Benzine,435.0,Gebruikt,1581.4001693103971,True
4908,Volgswagen,SUV / ofroader,89890.0,24515.0,Automatisch,2.0,Diesel,330.0,Gebruikt,920.5584166182484,False
4909,Volgswagen,SUV / ofroader,52950.0,112464.0,Automatisch,8.0,Benzine,557.0,Gebruikt,601.5250022568254,False
4910,Volgswagen,SUV / ofroader,154850.0,4026.0,Automatisch,1.0,Benzine,435.0,Gebruikt,1470.2190937265786,True
4911,Volgswagen,SUV / ofroader,57900.0,45767.0,Automatisch,3.0,Benzine,211.0,Gebruikt,487.4845102241028,False
4912,Volgswagen,SUV / ofroader,66950.0,18053.0,Automatisch,3.0,Benzine,258.0,Gebruikt,643.5521216594383,False
4913,Volgswagen,SUV / ofroader,39995.0,54020.0,Automatisch,5.0,Benzine,381.0,Gebruikt,479.1762315477805,False
4914,Volgswagen,SUV / ofroader,71945.0,7206.0,Automatisch,1.0,Benzine,320.0,Gebruikt,851.2798705745122,True
4915,Volgswagen,SUV / ofroader,24950.0,161746.0,Automatisch,7.0,Diesel,204.0,Gebruikt,373.8687416677296,False
4916,Volgswagen,SUV / ofroader,79750.0,23916.0,Automatisch,2.0,Elektrisch,408.0,Gebruikt,808.2334768757918,True
4917,Volgswagen,SUV / ofroader,49650.0,72656.0,Automatisch,4.0,Diesel,258.0,Gebruikt,548.277840975089,False
4918,Volgswagen,SUV / ofroader,196500.0,23056.0,Automatisch,1.0,Benzine,612.0,Gebruikt,1833.0172460940955,False
4919,Volgswagen,SUV / ofroader,69750.0,8825.0,Automatisch,1.0,Elektrisch,190.0,Gebruikt,771.3491078991118,True
4920,Volgswagen,SUV / ofroader,55445.0,7798.0,Automatisch,2.0,Benzine,313.0,Gebruikt,581.6285719508201,True
4921,Volgswagen,SUV / ofroader,98800.0,88000.0,Automatisch,4.0,Benzine,630.0,Gebruikt,983.5633815974948,False
4922,Volgswagen,SUV / ofroader,88500.0,50971.0,Automatisch,3.0,Benzine,367.0,Gebruikt,834.1174962217061,False
4923,Volgswagen,SUV / ofroader,107750.0,26780.0,Automatisch,2.0,Diesel,272.0,Gebruikt,1023.9070006837528,True
4924,Volgswagen,SUV / ofroader,51995.0,92000.0,Automatisch,9.0,Benzine,408.0,Gebruikt,537.4576097963316,True
4925,Volgswagen,SUV / ofroader,53950.0,78026.0,Automatisch,5.0,Benzine,368.0,Gebruikt,484.38269162116063,False
4926,Volgswagen,SUV / ofroader,81110.0,92301.0,Automatisch,6.0,Benzine,585.0,Gebruikt,806.4044585236062,True
4927,Volgswagen,SUV / ofroader,61900.0,75856.0,Automatisch,6.0,Benzine,334.0,Gebruikt,695.7585821992362,True
4928,Volgswagen,SUV / ofroader,154750.0,7004.0,Automatisch,1.0,Benzine,389.0,Gebruikt,1440.906254144376,True
4929,Volgswagen,SUV / ofroader,200645.0,16865.0,Automatisch,1.0,Benzine,612.0,Gebruikt,1843.0620494320176,True
4930,Volgswagen,SUV / ofroader,84900.0,52751.0,Automatisch,4.0,Benzine,510.0,Gebruikt,978.4453339212164,False
4931,Volgswagen,SUV / ofroader,61950.0,31801.0,Automatisch,2.0,Benzine,320.0,Gebruikt,636.2790709894532,True
